monkeykMeans9_1000.clu,0.5583156171494787
c2ds1-2spkMeans2_1000.clu,0.03589894932426536
monkeykMeans12_1000.clu,0.5808609908654365
c2ds3-2gavg2.clu,0.4728677045753165
c2ds3-2gavg3.clu,0.5551266303654744
monkeysingle12.clu,0.8182816881058694
c2ds3-2gkMeans2_1000.clu,0.8834837870324316
monkeyavg11.clu,0.5877586335643213
monkeyavg9.clu,0.647934162248149
c2ds1-2spsingle3.clu,0.998001996003992
monkeykMeans7_1000.clu,0.6068810720593143
monkeysingle7.clu,0.8707707222491518
c2ds1-2spkMeans4_1000.clu,0.05196146483894262
c2ds3-2gavg5.clu,0.36280975615280475
c2ds3-2gkMeans5_1000.clu,0.359093471477851
c2ds3-2gkMeans3_1000.clu,0.45929322912588627
c2ds3-2gkMeans4_1000.clu,0.4842818631967368
monkeysingle6.clu,0.764390502562894
monkeyavg12.clu,0.6074150166616181
monkeyavg7.clu,0.5362097487442145
c2ds1-2spsingle4.clu,0.996003984015936
monkeyavg10.clu,0.6006391847698905
monkeykMeans11_1000.clu,0.46595650328429766
monkeykMeans5_1000.clu,0.4597604216410386
c2ds3-2gsingle5.clu,0.0005485789680484964
monkeysingle8.clu,0.8344550575452158
c2ds3-2gsingle2.clu,0.0003603746454815536
c2ds1-2spavg5.clu,0.26277433518793053
c2ds1-2spkMeans5_1000.clu,0.032826633161546694
monkeysingle11.clu,0.8221903166270184
monkeysingle10.clu,0.8227409963728598
monkeysingle9.clu,0.8276670836411557
c2ds1-2spavg4.clu,0.3941213927320068
c2ds3-2gavg4.clu,0.4808150869365552
monkeykMeans8_1000.clu,0.5766687505024362
monkeykMeans6_1000.clu,0.5279455709414367
monkeyavg8.clu,0.5640969985263449
c2ds1-2spavg3.clu,0.4648408571989702
monkeysingle5.clu,0.5995794532892761
c2ds3-2gsingle3.clu,0.0004004178584586959
monkeykMeans10_1000.clu,0.47047203447300906
c2ds3-2gsingle4.clu,0.0004965220691226159
monkeyavg6.clu,0.4552773738546094
c2ds1-2spavg2.clu,0.022125146292585184
c2ds1-2spsingle5.clu,0.9940099680918327
c2ds1-2spsingle2.clu,1.0
c2ds1-2spkMeans3_1000.clu,0.047020334012797274
monkeyavg5.clu,0.411090367922079
